,Cluster,ID#,Balance,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
1036,0,1047,154664.0,4,1,3,57626.25,33,0.0,0.0,5769,0
1037,0,1048,36935.0,4,1,1,34448.0,17,0.0,0.0,5766,1
1038,1,1049,67904.0,1,1,1,81.0,1,0.0,0.0,5764,0
1039,1,1050,57434.0,2,1,1,11140.0,16,0.0,0.0,5770,1
1040,1,1051,11031.0,1,1,1,1600.0,5,0.0,0.0,5762,0
1041,2,1052,78268.0,1,1,1,6172.0,13,500.0,1.0,5758,0
1042,0,1053,98213.0,5,1,1,57626.25,29,0.0,0.0,5755,1
1043,1,1054,9430.0,3,1,1,11323.0,13,0.0,0.0,5756,1
1044,1,1055,5195.0,1,1,1,33050.0,3,50.0,1.0,5755,1
1045,1,1056,9793.0,1,1,1,3100.0,2,0.0,0.0,5755,0
1046,1,1057,34690.0,3,1,1,18124.0,14,0.0,0.0,5752,1
1047,0,1058,138368.0,5,1,1,57626.25,13,0.0,0.0,5755,0
1048,0,1059,63547.0,4,1,1,31745.0,14,0.0,0.0,5748,0
1049,0,1060,203218.75,4,1,1,51202.0,20,0.0,0.0,5745,0
1050,1,1061,14106.0,1,1,1,475.0,4,0.0,0.0,5749,0
1051,2,1062,44026.0,2,1,1,12282.0,18,634.0,1.0,5738,0
1052,0,1063,62183.0,4,1,1,38635.0,18,0.0,0.0,5738,1
1053,3,1064,165534.0,5,1,1,57626.25,18,777.5,2.0,5736,1
1054,1,1065,45358.0,3,1,1,14507.0,9,0.0,0.0,5735,0
1055,0,1066,72325.0,5,1,1,56792.0,16,0.0,0.0,5731,1
1056,0,1067,190285.0,5,1,1,57626.25,16,348.0,1.0,5728,0
1057,0,1068,203218.75,3,1,1,16106.0,15,0.0,0.0,5728,0
1058,3,1069,203218.75,5,1,1,57626.25,27,650.0,2.5,5724,1
1059,2,1070,161546.0,1,1,1,8042.0,6,600.0,2.0,5722,0
1060,2,1071,38884.0,1,1,1,2850.0,13,500.0,1.0,5729,0
1061,2,1072,42040.0,1,1,1,14189.0,17,777.5,2.5,5717,1
1062,1,1073,96988.0,2,1,1,7761.0,14,0.0,0.0,5715,0
1063,2,1074,24394.0,1,1,1,3250.0,3,250.0,1.0,5713,1
1064,3,1075,203218.75,5,1,1,57626.25,29,777.5,2.5,5710,1
1065,1,1076,39313.0,3,1,1,24091.0,16,0.0,0.0,5706,1
1066,2,1077,468.0,1,1,1,26650.0,14,550.0,2.5,5708,1
1067,3,1078,146014.0,4,1,1,26366.0,17,700.0,2.5,5822,0
1068,0,1079,42999.0,4,1,1,33801.0,12,350.0,1.0,5653,1
1069,1,1080,37163.0,3,1,1,19318.0,14,0.0,0.0,4988,0
1070,0,1081,6158.0,4,1,1,27754.0,14,0.0,0.0,5546,1
1071,1,1082,108904.0,3,1,1,19931.0,17,0.0,0.0,5255,0
1072,2,1083,25168.0,1,1,1,500.0,1,500.0,1.0,5547,0
1073,1,1084,68454.0,3,1,1,13667.0,12,0.0,0.0,5559,0
1074,1,1085,70877.0,2,1,1,8956.0,15,0.0,0.0,5696,0
1075,1,1086,1057.0,1,1,1,433.0,5,0.0,0.0,5622,0
1076,0,1087,35342.0,5,1,1,57626.25,12,0.0,0.0,5534,1
1077,1,1088,16992.0,1,1,1,0.0,0,0.0,0.0,5582,0
1078,1,1089,2558.0,1,1,1,6264.0,10,0.0,0.0,5581,1
1079,1,1090,196093.0,1,1,1,14000.0,3,0.0,0.0,5595,1
1080,1,1092,203218.75,1,1,1,10000.0,1,0.0,0.0,5472,1
1081,1,1093,88500.0,1,1,1,2500.0,2,0.0,0.0,5090,0
1082,1,1094,8719.0,1,1,1,2000.0,9,0.0,0.0,5671,0
1083,1,1095,36936.0,1,1,1,2875.0,16,0.0,0.0,5492,1
1084,1,1096,203218.75,2,1,1,6027.0,12,0.0,0.0,5587,1
1085,0,1097,203218.75,4,1,1,48708.0,17,0.0,0.0,5657,0
1086,1,1098,75428.0,2,1,1,7539.0,14,0.0,0.0,5609,0
1087,1,1099,34383.0,3,1,1,22956.0,12,0.0,0.0,5611,1
1088,1,1100,82120.0,1,1,1,8000.0,3,0.0,0.0,5619,0
1089,1,1101,34546.0,1,1,1,1500.0,2,0.0,0.0,5612,0
1090,1,1102,92641.0,1,1,1,5265.0,6,0.0,0.0,5568,0
1091,2,1103,95100.0,1,1,1,1250.0,3,777.5,2.5,5671,0
1092,1,1104,19960.0,1,1,1,0.0,0,0.0,0.0,4896,0
1093,0,1105,47150.0,4,1,1,39561.0,18,0.0,0.0,5577,1
1094,2,1106,1650.0,1,1,1,1250.0,3,250.0,1.0,5554,1
1095,2,1107,100992.0,1,1,1,8144.0,16,409.0,2.0,5422,1
1096,1,1108,68610.0,2,1,1,6115.0,12,0.0,0.0,5349,1
1097,1,1109,75684.0,2,1,1,27320.0,9,0.0,0.0,5316,0
1098,1,1110,42438.0,1,1,1,519.0,10,0.0,0.0,5349,0
1099,0,1111,17645.0,4,1,1,57626.25,20,0.0,0.0,5660,1
1100,1,1112,24545.0,1,1,1,0.0,0,0.0,0.0,5671,0
1101,1,1113,84633.0,3,1,1,10771.0,10,0.0,0.0,5479,0
1102,3,1114,103891.0,5,1,1,57626.25,21,777.5,2.5,5699,1
1103,0,1115,39847.0,5,1,1,57626.25,38,150.0,1.0,5694,1
1104,1,1116,47938.0,3,1,1,12656.0,13,0.0,0.0,5708,0
1105,3,1117,88929.0,4,1,1,44932.0,20,650.0,2.0,5694,1
1106,0,1118,129866.0,5,1,1,57626.25,30,0.0,0.0,5692,0
1107,1,1119,22585.0,1,1,1,3430.0,3,0.0,0.0,5689,0
1108,2,1120,47394.0,2,1,1,31347.0,19,777.5,2.5,5688,1
1109,1,1121,73640.0,2,1,1,10192.0,14,0.0,0.0,5156,0
1110,0,1122,203218.75,4,1,1,51296.0,20,500.0,1.0,5087,0
1111,0,1123,203218.75,5,1,1,57626.25,27,0.0,0.0,5028,1
1112,3,1124,117543.0,4,1,1,32355.0,21,600.0,2.0,4954,0
1113,0,1125,102803.0,5,1,1,57626.25,20,0.0,0.0,5701,0
1114,1,1126,89945.0,2,1,1,14218.0,16,350.0,1.0,5680,0
1115,1,1127,203218.75,1,1,1,24215.0,8,322.0,1.0,5678,1
1116,1,1128,69337.0,3,1,1,17740.0,13,0.0,0.0,5667,0
1117,1,1129,140866.0,3,1,1,15906.0,17,0.0,0.0,5672,0
1118,1,1130,25634.0,1,1,1,0.0,0,0.0,0.0,5663,0
1119,0,1131,82078.0,4,1,1,40279.0,9,0.0,0.0,5664,0
1120,1,1132,33327.0,1,1,1,1000.0,1,0.0,0.0,5664,0
1121,1,1133,95783.0,3,1,1,14506.0,13,0.0,0.0,5659,0
1122,2,1134,27591.0,1,1,1,8209.0,34,777.5,2.5,5659,0
1123,0,1135,82114.0,5,1,1,57626.25,15,0.0,0.0,5658,1
1124,0,1136,15917.0,5,1,1,57626.25,25,200.0,2.0,5653,1
1125,0,1137,140511.0,4,1,1,32105.0,16,0.0,0.0,5651,0
1126,3,1138,203218.75,2,1,1,18202.0,30,777.5,2.5,5652,1
1127,1,1139,28223.0,2,1,1,8625.0,12,0.0,0.0,5651,0
1128,0,1140,33129.0,3,1,1,30775.0,14,500.0,1.0,5647,0
1129,1,1141,1625.0,1,1,1,1375.0,4,0.0,0.0,1547,0
1130,3,1142,52819.0,4,1,1,37535.0,15,777.5,2.0,5645,1
1131,1,1143,3507.0,1,1,1,14500.0,7,0.0,0.0,5643,1
1132,1,1144,14769.0,1,1,1,500.0,1,0.0,0.0,5639,0
1133,1,1145,37215.0,2,1,1,8199.0,8,0.0,0.0,5637,0
1134,0,1146,115655.0,4,1,1,57626.25,21,500.0,1.0,5631,1
1135,0,1147,179251.0,3,1,1,14775.0,16,200.0,2.0,5629,1
1136,1,1148,24418.0,2,1,1,12533.0,13,0.0,0.0,5626,1
1137,2,1149,34562.0,1,1,1,1770.0,9,250.0,2.5,5622,0
1138,0,1150,144570.0,4,1,1,49052.0,15,0.0,0.0,5617,1
1139,1,1151,24813.0,1,1,1,4066.0,10,0.0,0.0,5225,0
1140,0,1152,48803.0,5,1,1,57626.25,14,0.0,0.0,5107,1
1141,1,1153,22116.0,3,1,1,20809.0,14,0.0,0.0,5463,1
1142,1,1154,8516.0,1,1,1,0.0,0,0.0,0.0,5566,0
1143,1,1155,36079.0,3,1,1,22506.0,22,150.0,1.0,5323,0
1144,1,1156,16872.0,1,1,1,28964.0,7,0.0,0.0,5479,1
1145,1,1157,62895.0,1,1,1,8500.0,4,0.0,0.0,5520,1
1146,2,1158,7383.0,1,1,1,7225.0,11,777.5,2.5,5238,1
1147,1,1159,2261.0,1,1,1,15062.0,2,0.0,0.0,5556,1
1148,2,1160,66950.0,1,1,1,17303.0,20,777.5,2.5,5464,1
1149,1,1161,84856.0,1,2,1,6894.0,13,0.0,0.0,5547,0
1150,2,1162,71128.0,1,1,1,17950.0,17,777.5,2.5,5162,1
1151,1,1163,39654.0,1,1,1,1625.0,6,0.0,0.0,5518,0
1152,1,1164,25214.0,1,1,1,1000.0,1,0.0,0.0,5598,0
1153,1,1165,48775.0,3,1,1,17494.0,15,0.0,0.0,5588,0
1154,0,1166,81952.0,5,1,1,57626.25,22,0.0,0.0,5427,1
1155,1,1167,46535.0,3,1,1,25891.0,14,150.0,1.0,5399,1
1156,1,1168,23130.0,1,1,1,5032.0,10,0.0,0.0,5500,0
1157,1,1169,100443.0,3,1,1,12744.0,21,0.0,0.0,5492,0
1158,0,1170,139664.0,5,1,1,57626.25,14,0.0,0.0,5505,0
1159,1,1171,31769.0,1,1,1,0.0,0,0.0,0.0,5464,0
1160,1,1172,60170.0,3,1,1,17235.0,14,0.0,0.0,5351,1
1161,1,1173,33373.0,1,1,1,0.0,0,0.0,0.0,5427,0
1162,1,1174,59385.0,3,1,1,22914.0,11,0.0,0.0,5476,0
1163,0,1175,203218.75,5,1,1,57626.25,38,0.0,0.0,5517,0
1164,1,1176,23379.0,2,1,1,11712.0,25,0.0,0.0,5499,1
1165,1,1177,22372.0,3,1,1,14766.0,12,0.0,0.0,4950,0
1166,1,1178,23120.0,1,1,1,4231.0,7,0.0,0.0,5615,0
1167,2,1179,46157.0,1,1,1,1625.0,3,500.0,1.0,5609,0
1168,0,1180,94896.0,4,1,1,38127.0,15,500.0,1.0,5602,1
1169,0,1181,12091.0,4,1,1,29271.0,15,0.0,0.0,5609,1
1170,1,1182,56451.0,2,1,1,9302.0,11,0.0,0.0,5597,1
1171,2,1183,106309.0,3,1,1,21873.0,22,777.5,2.5,5594,1
1172,2,1184,121853.0,3,1,1,18120.0,18,777.5,2.5,5589,0
1173,1,1185,4137.0,3,1,1,15891.0,19,0.0,0.0,5588,1
1174,1,1186,21676.0,3,1,1,15392.0,15,100.0,1.0,5584,1
1175,1,1187,36644.0,3,1,1,14506.0,13,0.0,0.0,5583,0
1176,2,1188,77102.0,3,1,1,13175.0,20,777.5,2.5,5581,0
1177,1,1189,32214.0,3,1,1,12717.0,10,0.0,0.0,5576,1
1178,0,1190,42351.0,4,1,1,28959.0,14,0.0,0.0,5594,0
1179,1,1191,34450.0,1,1,1,26996.0,7,0.0,0.0,5566,0
1180,1,1192,4151.0,1,1,1,375.0,3,0.0,0.0,5570,0
1181,0,1193,60646.0,5,1,1,57011.0,18,50.0,1.0,5559,1
1182,2,1194,44331.0,1,1,1,2850.0,3,350.0,1.0,5555,1
1183,1,1195,76742.0,3,1,1,17910.0,13,0.0,0.0,5547,0
1184,1,1196,27993.0,1,1,1,6000.0,3,0.0,0.0,5542,0
1185,1,1197,67770.0,3,1,1,23960.0,15,0.0,0.0,5539,0
1186,0,1198,30554.0,4,1,1,38243.0,25,0.0,0.0,5324,1
1187,2,1199,123646.0,1,1,1,12450.0,30,777.5,2.5,5069,1
1188,2,1200,203218.75,1,1,1,18372.0,15,777.5,2.5,5373,1
1189,1,1201,6584.0,1,1,1,0.0,0,0.0,0.0,5118,0
1190,1,1202,17489.0,1,1,1,5565.0,4,0.0,0.0,5380,0
1191,1,1203,28941.0,1,1,1,2935.0,6,0.0,0.0,4692,0
1192,1,1204,19085.0,1,1,1,827.0,11,0.0,0.0,5244,0
1193,1,1205,56480.0,4,1,1,35841.0,31,500.0,1.0,5401,1
1194,1,1206,8320.0,1,1,1,0.0,0,0.0,0.0,5164,0
1195,1,1207,13640.0,1,1,1,1500.0,5,0.0,0.0,4923,0
1196,2,1208,14739.0,1,1,1,1800.0,4,777.5,2.5,5332,1
1197,1,1209,30594.0,1,1,1,3250.0,12,0.0,0.0,5017,0
1198,1,1210,11162.0,1,1,1,0.0,0,0.0,0.0,4950,0
1199,1,1211,15964.0,1,1,1,0.0,0,0.0,0.0,5325,0
1200,1,1213,5583.0,1,1,1,3147.0,14,0.0,0.0,5365,1
1201,1,1214,38822.0,1,1,1,2000.0,9,0.0,0.0,5304,0
1202,1,1215,2305.0,1,1,1,0.0,0,0.0,0.0,5105,0
1203,1,1216,39372.0,1,1,1,4296.0,10,0.0,0.0,5190,0
1204,1,1217,25125.0,1,1,1,1875.0,8,0.0,0.0,5147,1
1205,1,1218,10288.0,1,1,1,1250.0,3,0.0,0.0,5532,0
1206,2,1219,135149.0,1,1,1,15300.0,19,777.5,2.5,5267,1
1207,2,1220,4916.0,1,1,1,900.0,3,777.5,2.0,5107,1
1208,3,1221,163976.0,4,1,1,39098.0,18,777.5,2.5,4922,0
1209,1,1222,203218.75,1,1,1,3600.0,4,100.0,1.0,5412,0
1210,3,1223,104442.0,4,1,1,38180.0,23,777.5,2.5,5029,0
1211,1,1224,131992.0,3,1,1,12504.0,16,0.0,0.0,5372,0
1212,1,1225,2278.0,1,1,1,0.0,0,0.0,0.0,5175,0
1213,2,1226,34086.0,3,1,1,19669.0,18,777.5,2.5,5344,1
1214,1,1227,8740.0,1,1,1,1250.0,3,0.0,0.0,5395,0
1215,0,1228,203218.75,4,1,1,40945.0,13,0.0,0.0,5379,0
1216,1,1229,26748.0,3,1,1,11981.0,14,0.0,0.0,5408,1
1217,2,1230,65969.0,1,1,1,2550.0,5,777.5,2.5,5419,0
1218,1,1231,10009.0,1,1,1,0.0,0,0.0,0.0,5353,0
1219,2,1232,203218.75,1,1,1,28904.0,9,777.5,2.5,5408,1
1220,2,1233,40965.0,1,1,1,9850.0,11,777.5,2.5,5429,1
1221,0,1234,57509.0,4,1,1,52449.0,19,150.0,1.0,5441,1
1222,1,1235,71503.0,1,1,1,7819.0,17,0.0,0.0,5080,1
1223,1,1236,110247.0,3,1,1,13690.0,16,0.0,0.0,5272,0
1224,3,1237,83572.0,5,1,1,57626.25,27,777.5,2.5,5231,1
1225,1,1238,106234.0,2,1,1,11160.0,26,0.0,0.0,5238,0
1226,0,1239,28205.0,5,1,1,57626.25,16,0.0,0.0,5267,1
1227,1,1240,7239.0,3,1,1,15835.0,15,0.0,0.0,5343,1
1228,1,1241,63638.0,1,1,1,0.0,0,0.0,0.0,5155,0
1229,2,1242,31967.0,1,1,1,1600.0,4,350.0,2.0,5101,0
1230,1,1243,97752.0,1,1,1,3676.0,10,0.0,0.0,5309,0
1231,1,1244,8327.0,1,1,1,0.0,0,0.0,0.0,5268,0
1232,1,1245,10179.0,2,1,1,5321.0,15,0.0,0.0,4989,1
1233,1,1246,23786.0,1,1,1,16950.0,4,0.0,0.0,5364,0
1234,2,1247,33020.0,1,1,1,6155.0,25,777.5,2.5,5322,0
1235,2,1248,35316.0,1,1,1,1250.0,4,500.0,1.0,5330,0
1236,2,1249,146086.0,1,1,1,6950.0,17,777.5,2.5,5345,0
1237,1,1250,15352.0,1,1,1,1350.0,4,0.0,0.0,5359,0
1238,1,1251,13522.0,1,1,1,5000.0,1,0.0,0.0,5162,0
1239,1,1252,13949.0,1,1,1,0.0,0,0.0,0.0,5374,0
1240,2,1253,99405.0,1,1,1,14150.0,11,777.5,2.5,5400,1
1241,1,1254,50016.0,3,1,1,13495.0,14,0.0,0.0,4548,0
1242,1,1255,23696.0,2,1,1,5577.0,10,0.0,0.0,5531,0
1243,1,1256,55384.0,1,1,1,0.0,0,0.0,0.0,5309,0
1244,0,1257,166465.0,4,1,4,57626.25,30,0.0,0.0,5531,0
1245,2,1258,95207.0,3,1,1,30652.0,30,777.5,2.5,5531,1
1246,1,1259,80431.0,1,1,1,2150.0,2,150.0,1.0,5531,0
1247,2,1260,49288.0,3,1,1,12538.0,19,600.0,2.0,5353,1
1248,2,1261,81291.0,2,1,1,10522.0,14,777.5,1.0,5154,0
1249,2,1262,48877.0,2,1,1,11761.0,35,371.0,2.0,5371,1
1250,3,1263,164884.0,4,1,1,35226.0,18,777.5,2.0,5283,1
1251,1,1264,29707.0,1,1,1,300.0,3,0.0,0.0,5275,0
1252,2,1265,26325.0,2,1,1,14559.0,20,777.5,2.0,5521,1
1253,1,1266,28553.0,3,1,1,13844.0,5,0.0,0.0,5517,0
1254,2,1267,152421.0,3,1,1,17045.0,20,500.0,1.0,5510,0
1255,1,1268,17699.0,1,1,1,0.0,0,0.0,0.0,5505,1
1256,2,1269,70565.0,1,1,1,25261.0,15,750.0,2.0,5499,1
1257,1,1270,15450.0,1,1,1,50.0,1,50.0,1.0,5499,0
1258,0,1271,71736.0,5,1,1,53602.0,25,50.0,1.0,5485,1
1259,1,1272,37926.0,3,1,1,25153.0,7,0.0,0.0,5845,0
1260,1,1273,58628.0,3,1,1,22581.0,13,0.0,0.0,5471,0
1261,2,1274,31007.0,1,1,1,5700.0,6,777.5,2.5,5465,1
1262,2,1275,11494.0,1,1,1,8425.0,15,777.5,2.5,5487,1
1263,1,1276,27469.0,1,1,1,1.0,3,0.0,0.0,5461,0
1264,2,1277,44760.0,1,1,1,3105.0,6,100.0,2.0,5455,0
1265,1,1278,7210.0,1,1,1,2402.0,13,0.0,0.0,5449,1
1266,0,1279,92402.0,4,1,1,40825.0,14,0.0,0.0,5443,1
1267,1,1280,22831.0,1,1,1,4500.0,15,0.0,0.0,5442,1
1268,0,1281,59113.0,4,1,1,46808.0,32,0.0,0.0,5435,1
1269,0,1282,24608.0,5,1,1,57626.25,21,0.0,0.0,5430,1
1270,1,1283,16103.0,1,3,1,10819.0,13,0.0,0.0,5427,0
1271,2,1284,51261.0,1,1,1,2000.0,4,777.5,2.5,4904,1
1272,2,1285,24698.0,1,1,1,1329.0,5,500.0,1.0,4267,0
1273,0,1286,88177.0,5,1,1,53468.0,19,400.0,1.0,5080,1
1274,1,1287,74453.0,1,1,1,5500.0,3,0.0,0.0,5181,0
1275,1,1288,39601.0,1,1,1,4066.0,12,0.0,0.0,5434,0
1276,1,1289,1227.0,1,1,1,0.0,0,0.0,0.0,5786,0
1277,1,1290,138254.0,1,1,1,24100.0,9,0.0,0.0,5420,1
1278,1,1291,18046.0,1,1,1,162.0,4,0.0,0.0,5416,1
1279,1,1292,108395.0,2,1,1,8598.0,8,0.0,0.0,5416,0
1280,1,1293,21839.0,1,1,1,1375.0,4,0.0,0.0,5411,0
1281,3,1294,11542.0,4,1,1,49100.0,16,777.5,2.5,5405,1
1282,3,1295,41648.0,4,1,1,32117.0,35,777.5,2.5,5408,1
1283,0,1296,39908.0,4,1,1,45824.0,29,0.0,0.0,5394,1
1284,1,1297,14889.0,1,1,1,1500.0,2,0.0,0.0,5393,0
1285,0,1298,103796.0,5,1,1,57626.25,26,250.0,1.0,5021,1
1286,1,1299,69323.0,1,1,1,5140.0,2,0.0,0.0,4786,0
1287,1,1300,21599.0,2,1,1,5561.0,13,0.0,0.0,5302,0
1288,0,1301,60936.0,5,1,1,56381.0,17,0.0,0.0,5051,1
1289,1,1302,148053.0,1,1,1,10250.0,2,250.0,1.0,5301,1
1290,2,1303,10702.0,1,1,1,200.0,2,200.0,2.0,5272,0
1291,1,1304,249.0,1,1,1,1000.0,1,0.0,0.0,5204,1
1292,2,1305,36290.0,1,1,1,8600.0,13,777.5,2.5,5111,1
1293,0,1306,157416.0,5,1,1,57626.25,16,0.0,0.0,5132,0
1294,1,1307,1511.0,1,1,1,2250.0,11,0.0,0.0,5051,1
1295,0,1308,184701.0,4,1,1,45629.0,13,500.0,1.0,4989,0
1296,1,1309,139298.0,1,1,1,0.0,0,0.0,0.0,4965,0
1297,1,1310,82380.0,1,1,1,2601.0,13,0.0,0.0,5071,0
1298,2,1311,115591.0,1,1,1,9500.0,20,777.5,2.5,4967,1
1299,2,1312,107333.0,1,1,1,4374.0,5,777.5,2.5,5063,0
1300,3,1313,203218.75,3,1,4,43993.0,38,777.5,2.5,5030,0
1301,1,1314,23023.0,1,1,1,0.0,0,0.0,0.0,5087,0
1302,2,1315,43403.0,1,1,1,3350.0,12,777.5,2.5,3930,1
1303,1,1316,15719.0,2,1,1,5740.0,13,0.0,0.0,4974,0
1304,1,1317,128676.0,1,1,1,8500.0,3,0.0,0.0,5164,0
1305,2,1318,8836.0,1,1,1,4788.0,6,777.5,2.5,4544,1
1306,3,1319,94875.0,5,1,1,57626.25,25,777.5,2.5,4736,1
1307,1,1320,27243.0,2,1,1,6785.0,12,0.0,0.0,4606,0
1308,1,1321,64969.0,1,1,1,1135.0,13,0.0,0.0,4996,0
1309,1,1322,6112.0,1,1,1,0.0,0,0.0,0.0,5072,0
1310,0,1323,71784.0,4,1,1,39276.0,20,0.0,0.0,4936,0
1311,1,1324,31484.0,1,1,1,3125.0,11,0.0,0.0,4117,0
1312,1,1325,17995.0,1,1,1,0.0,0,0.0,0.0,4994,0
1313,1,1326,40994.0,4,1,1,26916.0,15,500.0,1.0,5078,1
1314,3,1327,203218.75,5,1,1,57626.25,31,777.5,2.5,4666,1
1315,0,1328,203218.75,4,1,1,30347.0,19,0.0,0.0,4792,0
1316,1,1329,74777.0,2,1,1,20630.0,8,0.0,0.0,5384,1
1317,0,1330,203218.75,3,1,1,24630.0,17,0.0,0.0,5240,0
1318,1,1331,22132.0,1,1,1,0.0,0,0.0,0.0,5150,0
1319,2,1332,83508.0,1,1,1,11268.0,13,777.5,2.0,5069,1
1320,1,1333,88122.0,3,1,1,19408.0,13,0.0,0.0,5174,0
1321,3,1334,152284.0,5,1,1,57626.25,38,777.5,2.5,4996,1
1322,1,1335,4146.0,1,1,1,3750.0,9,0.0,0.0,5210,1
1323,1,1336,25272.0,1,1,1,0.0,0,0.0,0.0,5189,0
1324,1,1337,21855.0,1,1,1,200.0,3,0.0,0.0,5383,0
1325,0,1338,63454.0,4,1,1,49068.0,13,0.0,0.0,5383,1
1326,1,1339,24292.0,2,1,1,6558.0,10,0.0,0.0,5276,1
1327,0,1340,60168.0,4,1,1,44133.0,16,0.0,0.0,4313,1
1328,1,1341,9554.0,1,1,1,2710.0,3,0.0,0.0,5064,1
1329,1,1342,30130.0,2,1,1,9192.0,15,0.0,0.0,4993,1
1330,1,1343,12665.0,1,1,1,4125.0,24,0.0,0.0,4539,0
1331,1,1344,9860.0,1,1,1,99.0,1,99.0,1.0,5055,0
1332,1,1345,10069.0,1,1,1,200.0,1,0.0,0.0,4933,0
1333,1,1346,2224.0,1,1,1,0.0,0,0.0,0.0,5098,0
1334,1,1347,40576.0,1,1,1,0.0,0,0.0,0.0,5118,0
1335,1,1348,5667.0,1,1,1,5667.0,4,0.0,0.0,4937,0
1336,1,1349,59791.0,1,1,1,3254.0,7,0.0,0.0,4602,0
1337,1,1350,128664.0,4,1,1,44298.0,16,50.0,1.0,5155,1
1338,1,1351,126947.0,1,1,1,2350.0,2,350.0,1.0,5167,0
1339,0,1352,189235.0,3,1,1,20487.0,20,0.0,0.0,5282,0
1340,1,1353,38604.0,1,1,1,625.0,5,0.0,0.0,5184,0
1341,1,1354,73008.0,3,1,1,12930.0,18,0.0,0.0,5050,0
1342,2,1355,62942.0,1,1,1,4752.0,8,777.5,2.5,5070,0
1343,1,1356,33057.0,1,1,1,5190.0,5,0.0,0.0,4828,0
1344,1,1357,42572.0,3,1,1,21809.0,14,100.0,1.0,5070,1
1345,2,1358,38671.0,1,1,1,2200.0,9,777.5,2.5,5192,0
1346,1,1359,5320.0,1,1,1,2275.0,9,0.0,0.0,5084,0
1347,1,1360,203218.75,2,1,1,24687.0,14,500.0,1.0,4924,1
1348,2,1361,46272.0,1,1,1,5720.0,10,777.5,2.5,5092,1
1349,1,1362,113758.0,3,1,1,12616.0,14,0.0,0.0,5199,0
1350,2,1363,105458.0,1,1,1,750.0,4,700.0,2.0,4924,0
1351,1,1364,39946.0,3,1,1,16951.0,14,0.0,0.0,5282,1
1352,0,1365,92859.0,4,1,1,33378.0,15,0.0,0.0,5185,1
1353,0,1366,25158.0,5,1,1,52278.0,17,0.0,0.0,5079,1
1354,1,1367,82270.0,2,1,1,24612.0,6,0.0,0.0,5270,1
1355,1,1368,97155.0,2,1,1,10004.0,3,0.0,0.0,5244,0
1356,0,1369,153197.0,2,1,1,14712.0,17,100.0,1.0,5189,0
1357,2,1370,55864.0,1,1,1,3691.0,6,500.0,1.0,5251,1
1358,0,1371,23890.0,4,1,1,35574.0,19,0.0,0.0,5031,1
1359,1,1372,46545.0,1,1,1,0.0,0,0.0,0.0,5066,0
1360,1,1373,7354.0,1,1,1,0.0,0,0.0,0.0,5050,0
1361,1,1374,45031.0,1,1,1,1000.0,1,0.0,0.0,5227,0
1362,1,1375,16125.0,3,1,1,23288.0,17,0.0,0.0,5210,1
1363,1,1376,200.0,1,1,1,200.0,1,200.0,1.0,5254,0
1364,3,1377,195754.0,5,1,1,57626.25,38,777.5,2.5,5202,1
1365,1,1378,54189.0,2,1,1,8940.0,17,0.0,0.0,4791,0
1366,1,1379,15439.0,1,1,1,490.0,3,0.0,0.0,5147,0
1367,2,1380,56308.0,1,1,1,2500.0,3,777.5,2.0,4688,0
1368,1,1381,1000.0,1,1,1,0.0,0,0.0,0.0,4769,0
1369,2,1382,45412.0,1,1,1,1100.0,3,777.5,2.5,5163,0
1370,1,1383,21582.0,3,1,1,10811.0,15,0.0,0.0,4695,1
1371,1,1384,16866.0,1,1,1,0.0,0,0.0,0.0,5072,0
1372,0,1385,86011.0,4,1,1,31769.0,18,0.0,0.0,5381,1
1373,1,1386,31786.0,1,1,1,2661.0,10,0.0,0.0,5380,0
1374,2,1387,16994.0,1,1,1,1550.0,3,777.5,2.0,5379,1
1375,1,1388,5824.0,1,1,1,0.0,0,0.0,0.0,5401,0
1376,1,1389,17587.0,1,1,1,17587.0,7,0.0,0.0,5367,0
1377,1,1390,1000.0,1,1,1,0.0,0,0.0,0.0,5367,0
1378,3,1392,91670.0,4,1,1,48193.0,17,777.5,2.0,5365,1
1379,0,1393,92800.0,5,1,1,57626.25,23,350.0,1.0,5358,1
1380,1,1394,31134.0,3,1,1,20108.0,17,0.0,0.0,5352,0
1381,1,1395,57002.0,1,1,1,2570.0,13,0.0,0.0,5350,0
1382,0,1396,66516.0,4,1,1,45406.0,16,200.0,1.0,5311,0
1383,1,1397,18154.0,1,2,1,7748.0,16,0.0,0.0,5310,1
1384,0,1398,203218.75,5,1,1,57626.25,24,0.0,0.0,5345,1
1385,0,1399,14345.0,4,1,1,50752.0,16,0.0,0.0,5487,1
1386,1,1400,43603.0,1,1,1,17100.0,4,100.0,1.0,5335,1
1387,2,1401,1836.0,1,1,1,850.0,4,350.0,2.5,5329,0
1388,1,1402,156041.0,2,1,1,5644.0,13,0.0,0.0,5324,1
1389,2,1403,49145.0,1,2,1,12755.0,22,777.5,2.5,5323,0
1390,1,1404,11648.0,1,1,1,475.0,4,0.0,0.0,5318,0
1391,1,1405,14525.0,1,1,1,4625.0,28,0.0,0.0,5317,0
1392,1,1406,10689.0,1,1,1,2750.0,15,0.0,0.0,5315,0
1393,1,1407,37552.0,1,1,1,100.0,1,0.0,0.0,5340,0
